id,name,attribute,level,type,atk,def,passcode
17116,"Therion ""Reaper"" Fum",WATER,7,Aqua,1400,2500,21727231
17117,"Therion ""Duke"" Yul",LIGHT,8,Psychic,2100,2800,57111330
17118,"Therion ""Lily"" Borea",WIND,8,Plant,2400,2500,83610035
17119,"Therion ""King"" Regulus",EARTH,8,Machine,2800,1600,10604644
17120,Visas Starfrost,LIGHT,6,Warrior,2100,1500,56099748
17121,Scareclaw Astra,EARTH,3,Beast,0,1300,83488497
17122,Scareclaw Belone,EARTH,3,Beast,0,1700,19882096
17123,Scareclaw Acro,EARTH,3,Beast,0,2000,46877100
17124,Scareclaw Reichheart,DARK,4,Warrior,1500,2100,82361809
17125,Mad Mauler,DARK,2,Zombie,400,200,18760514
17126,Alghoul Mazera,EARTH,8,Zombie,2800,2300,45154513
17127,Heroic Challenger - Knuckle Sword,EARTH,1,Warrior,600,200,71549257
17128,Heroic Challenger - Morning Star,EARTH,4,Warrior,1500,1300,18548966
17129,Predaplant Byblisp,DARK,1,Plant,0,1900,44932065
17130,Predaplant Bufolicula,DARK,1,Plant,0,0,70427670
17131,Predaplant Triantis,DARK,8,Plant,2400,1000,17825378
17132,Symphonic Warrior Guitariss,WIND,3,Machine,1100,500,43210483
17133,Symphonic Warrior DJJ,WIND,4,Machine,1200,1200,70204022
17134,Noh-P.U.N.K. Deer Note,EARTH,5,Warrior,2100,1800,6609736
17135,Illegal Knight,DARK,7,Fiend,2000,2000,42198835
17136,Ancient Warriors - Savage Don Ying,DARK,6,Beast-Warrior,2200,1800,79582540
17137,Battleguard Cadet,EARTH,1,Warrior,50,100,5577149
17138,Divine Dragon Titanomakhia,LIGHT,10,Dragon,3000,2000,32975247
17139,Sunlit Sentinel,EARTH,6,Warrior,2300,1500,78360952
17140,Amphibious Bugroth MK-11,WATER,5,Machine,1850,1500,4754691
17141,Supreme Sea Mare,WATER,4,Aqua,1500,1600,31259606
17142,Reverse Jar,EARTH,3,Rock,800,900,67248304
17143,Yamatako Orochi,WATER,1,Sea Serpent,0,800,4632019
17144,Devouring Sarcoughagus,DARK,4,Zombie,0,0,30037118
17145,Odd-Eyes Pendulumgraph Dragon,LIGHT,7,Dragon,2700,2500,66425726
17227,Dragonbite,DARK,4,Insect,1000,1000,84462118
17228,Flowerdino,EARTH,4,Dinosaur,2000,0,10851853
17229,Rock Scales,WATER,5,Fish,2100,1600,57946551
17232,Libromancer Geek Boy,WIND,3,Psychic,800,800,46123974
17233,Libromancer Magigirl,WATER,4,Spellcaster,600,2100,82128978
17234,Libromancer Agent,EARTH,6,Warrior,2000,2500,19516687
17235,Libromancer Firestarter,FIRE,3,Cyberse,1800,1800,45001322
17236,Libromancer Doombroker,DARK,6,Fiend,2500,2000,71406430
17242,Black Luster Soldier - Legendary Swordsman,EARTH,8,Warrior,3000,2500,70551291
17243,Red-Eyes Soul,DARK,7,Dragon,900,2000,6556909
17258,Performapal Duelist Extraordinaire,LIGHT,4,Spellcaster,1800,400,92644052
17267,"Yakusa, Lord of the Eight Thunders",LIGHT,8,Wyrm,2000,2000,90583279
17345,Changshi the Spiridao,DARK,6,Zombie,2000,0,76352503
17347,Shinonome the Vaylantz Priestess,WATER,2,Spellcaster,500,500,49131917
17348,Saion the Vaylantz Archer,WATER,4,Spellcaster,1100,1100,15130912
17349,Nazuki the Vaylantz Ninja,WATER,6,Spellcaster,1800,1800,41525660
17350,Hojo the Vaylantz Warrior,WATER,8,Spellcaster,1900,1900,88919365
17351,Vaylantz Buster Baron,FIRE,2,Machine,800,800,14418464
17352,Vaylantz Voltage Viscount,FIRE,4,Machine,1400,1400,41802073
17353,Vaylantz Mad Marquess,FIRE,6,Machine,1700,1700,87897777
17354,Vaylantz Dominator Duke,FIRE,8,Machine,2000,2000,13291886
17360,Lovely Labrynth of the Silver Castle,DARK,8,Fiend,2900,1900,2347656
17361,Labrynth Archfiend,DARK,7,Fiend,2000,2800,48745395
17362,Ariane the Labrynth Servant,DARK,4,Fiend,1800,1100,75730490
17363,Arianna the Labrynth Servant,DARK,4,Fiend,1600,2100,1225009
17364,Labrynth Chandraglier,DARK,3,Fiend,1500,0,37629703
17365,Labrynth Stovie Torbie,DARK,2,Fiend,0,2000,74018812
17366,Labrynth Cooclock,DARK,1,Fiend,0,0,2511
17387,Stardust Wurm,LIGHT,1,Dragon,0,0,91262474
17388,Red-Eyes Black Meteor Dragon,DARK,6,Dragon,2000,2000,27657173
17389,Colonel on C-String,LIGHT,4,Warrior,1400,1600,54656181
17394,Libromancer Fire,FIRE,4,Cyberse,1800,1800,16312943
17395,Libromancer Mystigirl,LIGHT,4,Fairy,1400,2100,52707042
17396,Libromancer Fireburst,FIRE,7,Cyberse,2800,2800,88106656
17403,Elemental HERO Spirit of Neos,LIGHT,7,Warrior,2500,2000,13256226
17404,Cross Keeper,DARK,2,Warrior,400,400,40740224
17405,Spright Blue,DARK,2,Thunder,1100,1000,76145933
17406,Spright Jet,DARK,2,Thunder,1300,700,13533678
17407,Spright Pixies,DARK,2,Thunder,1400,1400,49928686
17408,Spright Red,FIRE,2,Thunder,1200,1800,75922381
17409,Spright Carrot,FIRE,2,Thunder,1000,1900,2311090
17410,"Therion ""Empress"" Alasia",EARTH,8,Reptile,2100,2500,48806195
17411,Therion Irregular,DARK,10,Machine,1600,2800,75290703
17412,Icejade Creation Aegirocassis,WATER,7,Aqua,2000,2000,1295442
17413,Albaz the Ashen,DARK,4,Dragon,1800,0,37683547
17414,Tearlaments Merrli,DARK,2,Aqua,800,2000,74078255
17415,Tearlaments Scheiren,DARK,4,Aqua,1800,1300,572850
17416,Tearlaments Havnis,DARK,3,Aqua,1600,1000,37961969
17417,Tearlaments Reinoheart,WATER,4,Warrior,1500,2100,73956664
17418,Vernusylph of the Flourishing Hills,EARTH,4,Fairy,200,2000,9350312
17419,Vernusylph of the Awakening Forests,EARTH,4,Fairy,900,1800,36745317
17420,Vernusylph of the Flowering Fields,EARTH,3,Fairy,600,1600,62133026
17421,Vernusylph of the Thawing Mountains,EARTH,3,Fairy,1100,0,9238125
17422,Gem-Knight Quartz,EARTH,4,Fairy,1500,1500,35622739
17423,Brilliant Rose,LIGHT,2,Rock,500,500,61011438
17424,Melffy Wally,EARTH,2,Beast,0,400,98416533
17425,Melffy Pinny,WATER,2,Beast,300,100,34800281
17426,Scar of the Vendread,DARK,6,Zombie,2300,0,1855886
17427,Exosister Martha,LIGHT,4,Spellcaster,1600,800,37343995
17428,Gunkan Suship Shari Red,FIRE,4,Aqua,0,2000,63748694
17429,Rikka Princess,WATER,4,Plant,0,0,132308
17430,Mathmech Circular,LIGHT,4,Cyberse,1500,1500,36521307
17431,Krawler Soma,EARTH,6,Insect,2000,2500,63526052
17432,Mokey Mokey Adrift,LIGHT,1,Fairy,300,100,99910751
17433,Kurikara Divincarnate,FIRE,1,Fairy,1500,1500,35405755
17434,Aussa the Earth Channeler,EARTH,5,Spellcaster,1850,1500,62803464
17435,Grandtusk Dragon,EARTH,8,Dragon,1400,2400,98898163
17436,Eka the Flame Buddy,FIRE,4,Warrior,1500,200,35283277
17437,Propa Gandake,EARTH,3,Psychic,500,2000,61681816
17438,Cartorhyn the Hidden Gem of the Seafront,WATER,2,Rock,500,1600,94076521
17439,Emperor Tanuki's Critter Count,DARK,1,Fiend,0,1600,20560620
17440,Nightmell the Dark Bonder,WIND,4,Psychic,1500,1500,66569334
17441,Hydralander Orbit,DARK,1,Machine,0,1500,93953933
17442,Vendread Scavenger,DARK,8,Zombie,2800,0,29348048
17552,"Loris, Lady of Lament",DARK,3,Fiend,1500,500,50699850
17553,Aileron,WIND,1,Machine,0,0,96084564
17596,Morphtronic Telefon,EARTH,1,Machine,100,100,38082437
17597,Gadget Gamer,EARTH,3,Machine,300,300,64487132
17598,Morphtronic Scannen,EARTH,6,Machine,1500,600,1876841
17603,Keldo the Sacred Protector,EARTH,4,Fairy,1200,1600,63542003
17604,Mudora the Sword Oracle,EARTH,4,Fairy,1500,1800,99937011
17605,Kelbek the Ancient Vanguard,EARTH,4,Fairy,1500,1800,25926710
17606,Agido the Ancient Sentinel,EARTH,4,Fairy,1500,1300,62320425
17610,Amazoness Golden Whip Master,EARTH,5,Warrior,2000,1200,97692972
17611,Amazoness Silver Sword Master,EARTH,3,Warrior,1200,2000,24087580
17612,Amazoness War Chief,EARTH,5,Warrior,1900,0,50486289
17613,Amazoness Spiritualist,EARTH,2,Warrior,800,1800,97870394
17620,Royal Straight Slasher,LIGHT,6,Warrior,2400,1350,11020863
17622,Thunder Ball,DARK,3,Fiend,450,400,84813516
17628,Advanced Crystal Beast Ruby Carbuncle,LIGHT,3,Fairy,300,300,83575471
17629,Advanced Crystal Beast Amethyst Cat,EARTH,3,Beast,1200,400,19963185
17630,Advanced Crystal Beast Emerald Tortoise,WATER,3,Aqua,600,2000,46358784
17631,Advanced Crystal Beast Topaz Tiger,EARTH,4,Beast,1600,1000,72843899
17632,Advanced Crystal Beast Amber Mammoth,EARTH,4,Beast,1700,1600,18847598
17633,Advanced Crystal Beast Cobalt Eagle,WIND,4,Winged Beast,1400,800,45236142
17634,Advanced Crystal Beast Sapphire Pegasus,WIND,4,Beast,1800,1200,71620241
17638,Crystal Skull,WATER,1,Rock,0,0,7903368
17641,Dream Shark,WATER,5,Fish,0,2600,6180710
17643,Oily Cicada,WIND,3,Insect,1000,1000,79663524
17644,Dream Cicada,WIND,3,Insect,300,1300,5068132
17647,Performapal Odd-Eyes Seer,DARK,6,Spellcaster,100,1800,4836680
17648,Doodle Beast - Stego,EARTH,5,Dinosaur,1200,1800,31230289
17649,Doodle Beast - Tyranno,EARTH,8,Dinosaur,2400,1200,67725394
17651,Todoroki the Earthbolt Star,EARTH,6,Warrior,2100,0,30118701
17652,Senko the Skybolt Star,LIGHT,7,Warrior,2400,0,62503746
17656,G Golem Rock Hammer,EARTH,6,Cyberse,1800,2400,98875863
17657,G Golem Pebble Dog,EARTH,2,Cyberse,300,1000,25273572
17725,Qardan the Clear-Sighted,EARTH,4,Fairy,1400,1000,86605515
17726,Pharaonic Advent,DARK,8,Spellcaster,2000,2000,23099524
17745,Vanguard of the Underground Emperor,EARTH,8,Reptile,2600,2200,84366728
17750,"Paces, Light of the Ghoti",WATER,2,Fish,0,0,46037983
17751,"Shif, Fairy of the Ghoti",WATER,2,Fish,0,500,73421698
17752,"Eanoc, Sentry of the Ghoti",WATER,6,Fish,2100,0,9416697
17757,Blackwing - Vata the Emblem of Wandering,DARK,2,Winged Beast,800,0,71187462
17758,Blackwing - Shamal the Sandstorm,DARK,4,Winged Beast,1600,0,8571567
17759,Blackwing - Chinook the Snow Blast,DARK,2,Winged Beast,100,700,34976176
17760,Blackwing - Sudri the Phantom Glimmer,DARK,4,Winged Beast,1400,1400,70465810
17761,Blackwing - Zonda the Dusk,DARK,6,Winged Beast,2300,900,7459919
17762,Bystial Magnamhut,DARK,6,Dragon,2500,2000,33854624
17763,Bystial Saronir,DARK,6,Dragon,2500,2000,60242223
17764,Bystial Druiswurm,DARK,6,Dragon,2500,2000,6637331
17765,The Bystial Lubellion,LIGHT,8,Dragon,2500,3000,32731036
17766,The Bystial Alba Los,LIGHT,12,Dragon,3500,3500,69120785
17767,"Blazing Cartesia, the Virtuous",LIGHT,4,Spellcaster,1500,1500,95515789
17768,Kashtira Fenrir,EARTH,7,Psychic,2400,2400,32909498
17769,Kashtira Unicorn,WIND,7,Psychic,2500,2100,68304193
17770,Kashtira Ogre,WATER,7,Psychic,2800,1000,94392192
17771,Tobari the Sky Ninja,EARTH,1,Winged Beast,0,0,31887806
17772,Mitsu the Insect Ninja,WATER,2,Insect,200,2100,67282505
17773,Baku the Beast Ninja,WIND,3,Beast,1500,600,94670654
17774,Kagero the Cannon Ninja,FIRE,4,Warrior,1600,2000,20065259
17775,Prediction Princess Bibliomuse,EARTH,9,Fairy,2500,2500,66069967
17776,Naturia Mole Cricket,EARTH,1,Insect,0,0,93454062
17777,Naturia Camellia,EARTH,4,Plant,1400,700,29942771
17778,"Ignis Phoenix, the Dracoslayer",FIRE,4,Warrior,1700,1900,56347375
17779,"Majesty Pegasus, the Dracoslayer",WIND,4,Spellcaster,1500,1500,92332424
17780,"Dinomight Powerload, the Dracoslayer",WATER,4,Machine,1700,1800,28720123
17781,Vera the Vernusylph Goddess,EARTH,8,Fairy,2400,3000,55125728
17782,Vernusylph of the Misting Seedlings,EARTH,3,Fairy,400,800,81519836
17783,"Rex, Freight Fur Hire",EARTH,2,Dinosaur,300,200,28004531
17784,Celestial Apparatus Tesea,EARTH,4,Fairy,1000,1000,54092240
17785,Lady Labrynth of the Silver Castle,DARK,8,Fiend,3000,2900,81497285
17786,Infernalqueen Salmon,WATER,5,Fish,2400,1000,27882993
17787,Han-Shi Kyudo Spirit,WIND,5,Warrior,2400,1000,53270092
17788,Laughing Puffin,DARK,4,Winged Beast,1000,1700,80275707
17789,Turbo-Tainted Hot Rod GT19,FIRE,3,Machine,500,1500,16769305
17790,Psychic Rover,DARK,2,Psychic,0,700,53154400
17791,Cucumber Horse,DARK,8,Plant,100,2000,89552119
17792,Silent Wolf Calupo,DARK,4,Beast-Warrior,1400,1400,15947754
17793,Prediction Princess Tarotreith,DARK,9,Fairy,1200,2700,42932862
17915,Adularia of the June Moon,WATER,5,Spellcaster,1000,1000,15464375
17982,"Reign-Beaux, Overking of Dark World",DARK,8,Fiend,3000,1800,41406613
17983,"Genta, Gateman of Dark World",DARK,4,Fiend,1000,1800,77895328
17984,"Parl, Hermit of Dark World",DARK,1,Fiend,300,100,3289027
17991,Rescue-ACE Impulse,FIRE,3,Warrior,1500,1500,38339996
17992,Rescue-ACE Air Lifter,FIRE,4,Warrior,1700,1700,65734501
17993,Rescue-ACE Monitor,FIRE,4,Warrior,1800,1800,91222209
17994,Rescue-ACE Hydrant,FIRE,1,Machine,0,0,37617348
17995,Rescue-ACE Fire Attacker,FIRE,6,Machine,2200,2200,64612053
17996,Rescue-ACE Fire Engine,FIRE,7,Machine,2500,2500,90000652
17997,Rescue-ACE Turbulence,FIRE,9,Machine,3000,3000,37495766
18003,Purrely,LIGHT,1,Fairy,100,100,25550531
18015,Ha-Re the Sword Mikanko,FIRE,3,Warrior,0,0,18377261
18016,Ni-Ni the Mirror Mikanko,WATER,3,Spellcaster,0,0,54862960
18017,Ohime the Manifested Mikanko,LIGHT,6,Fairy,0,0,81260679
18027,Green Ninja,WIND,2,Warrior,600,600,15198996
18029,Diabolica the Draconique General,DARK,8,Fiend,2300,0,78077209
18030,Bayerock Dragon,EARTH,6,Dinosaur,2300,1800,4472318
18031,Zalamander Catalyzer,FIRE,4,Fiend,1600,200,40460013
18035,"Zep, Ruby of the Ghoti",WATER,2,Fish,0,1000,76133574
18036,"Ixeep, Omen of the Ghoti",WATER,4,Fish,1500,0,3137279
18037,"Snopios, Shade of the Ghoti",WATER,6,Fish,2100,0,39522887
18145,Anotherverse Dragon,LIGHT,8,Dragon,2500,2000,47484352
18146,Photon Emperor,LIGHT,8,Warrior,2800,1000,73478096
18147,Galaxy Summoner,LIGHT,4,Spellcaster,1600,1400,863795
18148,Galactikuriboh,LIGHT,1,Fiend,300,200,46261704
18149,Bystial Baldrake,DARK,6,Dragon,2500,2000,72656408
18150,The Abyss Dragon Swordsoul,FIRE,8,Wyrm,3000,2900,5141117
18151,Kashtira Riseheart,FIRE,4,Warrior,1500,2100,31149212
18152,Scareclaw Kashtira,EARTH,7,Psychic,0,2600,78534861
18153,Tearlaments Kashtira,WATER,7,Psychic,2300,1200,4928565
18154,Chaos Witch,DARK,4,Spellcaster,1500,1500,30327674
18155,Shell of Chaos,DARK,4,Machine,1600,0,77312273
18156,Core of Chaos,LIGHT,2,Thunder,0,1600,3806388
18157,Mental Tuner,LIGHT,3,Psychic,200,2100,30291086
18158,Chaos Mirage Dragon,LIGHT,4,Wyrm,1600,600,66699781
18159,Bio-Insect Armor,EARTH,5,Insect,1500,2000,3084730
18160,Infinite Antlion,EARTH,3,Insect,1200,1500,39078434
18161,Abyss Actor - Liberty Dramatist,DARK,4,Fiend,1500,1500,65477143
18162,Jioh the Gravity Ninja,EARTH,8,Rock,2300,2900,92962242
18163,Gishki Grimness,WATER,2,Fish,600,700,38356857
18164,"Basiltrice, Familiar of the Evil Eye",DARK,3,Fiend,1000,2000,65351555
18165,"Vala, Seidhr of the Generaider Bosses",FIRE,9,Fairy,2500,2500,91749600
18166,"Beargram, Shelled Emperor of the Forest Crown",EARTH,9,Insect,3400,2800,27134209
18167,Manticore of Smashing,FIRE,6,Beast-Warrior,2300,1000,64538914
18168,Choju of the Trillion Hands,LIGHT,6,Fairy,1400,1000,90027012
18169,Fierce Tiger Monghu,EARTH,4,Beast,1700,1000,27012717
18170,Fairyant the Circular Sorcerer,WIND,3,Insect,800,1500,53416326
18171,Sari of the Silverwing Axe,LIGHT,3,Machine,500,100,99801464
18172,Couple of Aces,EARTH,2,Fairy,100,100,26259179
18173,Dimensional Allotrope Varis,LIGHT,1,Psychic,0,0,52254878
18174,Meteor Rush - Monochroid,EARTH,10,Machine,0,0,99748883
18175,"Sneaky ""C""",EARTH,7,Insect,1300,2500,25137581
18176,Dogmatika Alba Zoa,LIGHT,12,Spellcaster,4000,4000,51522296
18177,Evigishki Neremanas,WATER,10,Spellcaster,3000,1800,88926295
18227,"Kittytail, Mystical Beast of the Forest",EARTH,2,Beast,200,200,64475743
18228,Courageous Crimson Chevalier Bradamante,FIRE,1,Warrior,500,200,91479482
18308,Traptrix Pudica,EARTH,4,Plant,900,1900,49027020
18309,Traptrix Arachnocampa,EARTH,4,Insect,1300,1500,75416738
18322,Humongous Hive Hegemon - Zexstagger,WIND,8,Insect,1500,2600,9627468
18323,Labyrinth Heavy Tank,DARK,7,Machine,2400,2400,35026117
18324,Shadow Ghoul of the Labyrinth,DARK,5,Zombie,1600,1300,62411811
18427,Assault Synchron,DARK,2,Machine,700,0,77202120
18430,Rokket Coder,DARK,4,Cyberse,1700,300,77189532
18434,Rose Shaman,EARTH,4,Warrior,1700,200,2752099
18436,Cattycorn,EARTH,4,Plant,1500,500,61245403
18437,Photon Jumper,LIGHT,4,Warrior,0,0,97639441
18438,Mother Spider Splitter,DARK,5,Insect,0,2300,34034150
18439,Baby Spider,DARK,3,Insect,0,0,60023855
18440,D/D/D/D Super-Dimensional Sovereign Emperor Zero Paradox,DARK,12,Fiend,3000,3000,97417863
18443,Sage of Strength - Akash,FIRE,5,Machine,2400,200,96795312
18444,Sage of Wisdom - Himmel,EARTH,5,Machine,500,2500,22790910
18449,Sage of Benevolence - Ciela,WATER,6,Machine,2200,1000,34456146
18450,Minairuka,WATER,4,Fish,1500,500,61845881
18451,Orphebull the Harmonious Bullfighter Bard,LIGHT,8,Beast-Warrior,3000,2400,97240499
18455,Gold Pride - Leon,WIND,3,Warrior,1500,1200,23512906
18456,Gold Pride - Nytro Head,FIRE,8,Pyro,2300,2600,59900655
18457,Gold Pride - Captain Carrie,WATER,3,Fiend,900,1700,96305350
18464,Firewall Defenser,DARK,4,Cyberse,1200,1500,20455229
18465,Firewall Phantom,DARK,5,Cyberse,2000,1300,57940938
18466,Superheavy Samurai Motorbike,EARTH,2,Machine,800,1200,83334932
18467,Superheavy Samurai Stealthy,EARTH,1,Machine,200,700,10333641
18468,Superheavy Samurai Soulgaia Booster,EARTH,4,Machine,0,0,56727340
18469,Superheavy Samurai Prodigy Wakaushi,DARK,4,Machine,1000,1500,82112494
18470,Superheavy Samurai Monk Big Benkei,EARTH,8,Machine,1000,3500,19510093
18471,The Bystial Aluber,DARK,4,Dragon,1800,0,45005708
18472,Fallen of Argyros,DARK,2,Thunder,700,700,82090807
18473,Icejade Ran Aegirine,WATER,7,Aqua,1500,2500,18494511
18474,"Guiding Quem, the Virtuous",LIGHT,4,Spellcaster,1500,1500,45883110
18475,Mannadium Riumheart,LIGHT,4,Warrior,1500,2100,71277255
18476,Mannadium Fearless,EARTH,2,Fairy,0,2000,17272964
18477,Mannadium Meek,WATER,2,Fairy,0,1800,44760562
18478,Dreaming Nemleria,LIGHT,1,Fairy,0,1500,70155677
18479,Nemleria Dream Defender - Oreiller,LIGHT,10,Beast,2500,2000,17550376
18480,Nemleria Dream Defender - Couette,LIGHT,10,Beast,2000,2500,43944080
18481,Purrelyly,DARK,1,Fairy,100,100,79933029
18482,Hu-Li the Jewel Mikanko,WIND,3,Psychic,0,0,6327734
18483,Tellarknight Altairan,LIGHT,4,Warrior,1700,1300,42822433
18484,Tellarknight Lyran,LIGHT,4,Warrior,1200,1600,79210531
18485,Infinitrack Road Roller,EARTH,5,Machine,2100,2100,5205146
18486,Amazement Abomination Arlekino,LIGHT,7,Psychic,2600,2200,31600845
18487,Tsumuha-Kutsunagi the Lord of Swords,WIND,11,Warrior,3000,3000,78098950
18488,Full Active Duplex,WIND,9,Cyberse,2800,1000,4483598
18489,Harvest Angel of Doom,DARK,4,Fairy,1800,1000,31987203
18490,Sakitama,LIGHT,4,Fairy,400,900,67972302
18491,Kitsuni Kitsunebi,FIRE,3,Warrior,200,1900,3361010
18492,"Ringowurm, the Dragon Guarding the Hundred Apples",LIGHT,2,Dragon,100,1100,30765615
18493,PenduLuMoon,LIGHT,1,Spellcaster,200,700,66150724
18494,Wannabee!,LIGHT,2,Insect,0,0,3248469
18495,Bunny Ear Enthusiast,EARTH,1,Beast-Warrior,200,100,39643167
18496,Cyberse Sage,DARK,1,Cyberse,0,0,65037172
18657,Superheavy Samurai Security,EARTH,4,Machine,500,1500,5182107
18661,Three-Eyed Ghost,DARK,3,Fiend,900,800,31464658
18662,Magician of Faithfulness,LIGHT,5,Spellcaster,600,800,67853262
18665,"Moissa Knight, the Comet General",LIGHT,1,Warrior,100,100,66736715
18669,Gold Pride - Roller Baller,EARTH,5,Psychic,1800,1600,92003832
18720,Xeno Meteorus,FIRE,6,Dinosaur,2000,200,5852388
18721,Transcendosaurus Meteorus,FIRE,12,Dinosaur,3500,700,31241087
18727,Vanquish Soul Razen,FIRE,4,Warrior,1800,1500,29302858
18728,Vanquish Soul Pantera,EARTH,4,Beast-Warrior,1700,1900,66401502
18729,Vanquish Soul Heavy Borger,DARK,7,Machine,2500,1500,92895501
18730,Vanquish Soul Dr. Mad Love,DARK,4,Fiend,1200,2000,29280200
18731,Vanquish Soul Pluton HG,FIRE,6,Zombie,0,0,55688914
18732,Vanquish Soul Caesar Valius,EARTH,8,Dragon,3000,1500,91073013
18739,Buerillabaisse de Nouvelles,DARK,1,Beast-Warrior,400,1850,26223582
18740,Confiras de Nouvelles,DARK,2,Warrior,800,1850,53618197
18741,Poeltis de Nouvelles,DARK,3,Beast-Warrior,1200,1850,89016236
18742,Foie Glasya de Nouvelles,DARK,4,Warrior,1600,1850,15001940
18743,Balameuniere de Nouvelles,DARK,5,Beast-Warrior,2000,1850,52495649
18744,Baelgrill de Nouvelles,DARK,6,Warrior,2400,1850,88890658
18788,Wheel Synchron,LIGHT,5,Machine,800,1000,60283232
18789,Revolution Synchron,EARTH,3,Machine,900,1400,97682931
18790,Gazelle the King of Mythical Claws,EARTH,4,Beast,1500,1200,23076639
18791,Big-Winged Berfomet,DARK,5,Fiend,1400,1800,55461744
18792,Cornfield Coatl,WIND,4,Illusion,500,1700,92565383
18793,Mirror Swordknight,LIGHT,4,Illusion,1900,300,28954097
18794,Double-Headed Dino King Rex,EARTH,6,Dinosaur,1600,1200,55349196
18795,Mighty Dino King Rex,EARTH,9,Dinosaur,3200,1200,81743801
18796,Altergeist Malwisp,LIGHT,3,Spellcaster,1500,0,27132400
18797,Altergeist Peritrator,FIRE,1,Spellcaster,500,300,54126514
18798,Mannadium Torrid,FIRE,2,Fairy,0,1500,80621253
18799,Veda Kalanta,DARK,8,Warrior,2500,2100,27015862
18800,Infernoble Knight Ricciardetto,FIRE,1,Warrior,500,0,53404966
18801,Infernoble Knight Turpin,FIRE,4,Warrior,1400,1700,89809665
18802,"Dreaming Reality of Nemleria, Realized",LIGHT,10,Fairy,1500,3000,16893370
18803,Nemleria Dream Devourer - Reveil,DARK,10,Beast,2500,2500,52382379
18804,Evoltile Pholis,FIRE,2,Reptile,900,300,89776023
18805,Evolsaur Lios,FIRE,4,Dinosaur,1600,400,15171722
18806,Unchained Soul of Sharvara,FIRE,6,Fiend,2000,1500,41165831
18807,Unchained Soul of Shyama,WATER,6,Fiend,2000,1500,88554436
18808,Ultimate Bright Knight Ursatron Alpha,WATER,7,Machine,2000,700,14959144
18809,Rescue-ACE Preventer,FIRE,8,Machine,2800,2800,41443249
18810,Thestalos the Shadowfire Monarch,FIRE,10,Pyro,3000,1000,77832858
18811,Behemoth the King of a Hundred Battles,EARTH,10,Beast,2700,1500,13836592
18812,Nightmare Magician,DARK,7,Illusion,2500,2000,40221691
18813,Hiita the Fire Channeler,FIRE,5,Spellcaster,1850,1500,76615300
18814,Agnimal Candle,FIRE,4,Pyro,1700,0,13014905
18815,Doomstar Ulka,WIND,4,Beast,1500,400,49109013
18816,Greed Jar,EARTH,3,Rock,700,800,76593718
18817,Click & Echo,WATER,2,Sea Serpent,300,2100,2992467
18818,The Cuckoo Commanded to Croon,FIRE,3,Winged Beast,800,1000,48386462
18819,Arahime the Manifested Mikanko,LIGHT,9,Fairy,0,0,75771170
18868,Magicians of Bonds and Unity,LIGHT,8,Spellcaster,2500,2500,15845914
18898,Mystic Potato,DARK,4,Plant,1400,1100,97534104
18908,Salamangreat of Fire,FIRE,2,Cyberse,800,800,11962031
18909,Salamangreat Weasel,FIRE,3,Cyberse,700,1400,57357130
18910,Salamangreat Tiger,FIRE,5,Cyberse,2000,500,84755744
18915,Volcanic Emperor,FIRE,8,Pyro,3100,2400,46412900
18916,Volcanic Trooper,FIRE,3,Pyro,1000,1000,22411609
18917,Volcanic Rimfire,FIRE,1,Pyro,300,0,59805313
18922,Battlin' Boxer Uppercutter,FIRE,4,Warrior,1600,200,11522479
18923,Battlin' Boxer Chief Second,FIRE,4,Warrior,500,2000,47921178
18924,Battlin' Boxer Promoter,FIRE,4,Warrior,1700,800,83315222
19010,Dandy Whitelion,EARTH,3,Plant,300,300,36629635
19014,Soul Resonator,FIRE,3,Fiend,500,200,62991792
19015,Vision Resonator,DARK,2,Fiend,400,400,98396890
19016,Bone Archfiend,DARK,4,Fiend,1800,0,25784595
19023,Kaitoptera,WIND,4,Dinosaur,1400,1000,50834074
19026,Arcana Force XV - The Fiend,LIGHT,7,Fairy,2500,2500,59712426
19029,Ashoka Pillar,EARTH,3,Rock,0,2200,58996839
19030,Cabrera Stone,EARTH,1,Rock,0,0,84384943
19035,Photon Delta Wing,LIGHT,4,Machine,1800,900,47051709
19038,Earthbound Prisoner Ground Keeper,DARK,1,Fiend,300,300,46939151
19039,Earthbound Prisoner Stone Sweeper,DARK,5,Fiend,1600,1600,72323266
19040,Earthbound Prisoner Line Walker,DARK,3,Fiend,800,1100,19322865
19079,Zuttomozaurus,EARTH,2,Dinosaur,500,400,24454387
19080,"Finis Terrae, Tower of the Necroworld",WATER,10,Zombie,1000,2800,51849482
19084,Sentinel of the Tistina,WIND,3,Aqua,1200,1400,86111442
19085,Hound of the Tistina,EARTH,4,Aqua,1800,700,13510157
19086,Demigod of the Tistina,LIGHT,10,Aqua,2000,0,59504256
19087,Crystal God Tistina,LIGHT,10,Aqua,2000,3000,86999951
19142,SPYRAL Double Agent,LIGHT,4,Fiend,1400,600,88124568
19143,Supreme King Gate Magician,LIGHT,7,Spellcaster,2500,2000,14513273
19144,Supreme King Dragon Lightwurm,LIGHT,4,Dragon,1200,1800,41908872
19145,T.G. Rocket Salamander,FIRE,1,Pyro,600,600,77392987
19146,Visas Samsara,LIGHT,4,Fairy,1500,2100,14391625
19147,Veda Kalarcanum,DARK,12,Warrior,0,4000,40785230
