id,name,attribute,level,type,atk,def
45023678,Lightning Punisher,DARK,7,Thunder,2600,1600
40672993,Lightning Rod Lord,LIGHT,4,Thunder,1800,100
89185742,"Lightning, Dragon Ruler of Drafts",WIND,3,Dragon,500,1800
99365553,Lightpulsar Dragon,LIGHT,6,Dragon,2500,1500
38737148,Lightray Daedalus,LIGHT,7,Sea Serpent,2600,1500
30126992,Lightray Diabolos,LIGHT,7,Dragon,2800,1000
4722253,Lightray Gearfried,LIGHT,8,Warrior,2800,2200
27407330,Lightray Grepher,LIGHT,4,Warrior,1700,1600
82579942,Lightray Madoor,LIGHT,6,Spellcaster,1200,3000
91349449,Lightray Sorcerer,LIGHT,6,Spellcaster,2300,2000
55501446,Lightserpent,LIGHT,3,Reptile,1200,800
59481082,Lightsworn Dragonling,LIGHT,4,Dragon,1500,1300
23898021,"Lilith, Lady of Lament",DARK,3,Fiend,2000,0
68812773,Lillybot,LIGHT,4,Machine,500,2000
52339733,Lindbloom,EARTH,4,Wyrm,0,1800
7925734,Link Apple,FIRE,1,Cyberse,0,0
65100616,Link Infra-Flier,WIND,2,Cyberse,0,1800
23331400,Link Streamer,LIGHT,4,Cyberse,1600,1800
63092423,Linkbelt Wall Dragon,EARTH,6,Dragon,0,2100
35595518,Linkslayer,EARTH,5,Cyberse,2000,600
61168637,Linkslayer @Ignister,DARK,5,Cyberse,2000,600
4611269,Lion Alligator,WATER,4,Reptile,1900,200
61692648,Lionhearted Locomotive,EARTH,4,Machine,2400,2100
93108297,Liquid Beast,WATER,3,Aqua,950,800
55210709,Lisark,EARTH,4,Beast,1300,1300
72566043,Litmus Doom Swordsman,DARK,8,Warrior,0,0
68658728,Little Chimera,FIRE,2,Beast,600,550
42625254,Little D,EARTH,3,Dinosaur,1100,700
45939611,Little Fairy,LIGHT,3,Fairy,800,800
73702909,Little Trooper,EARTH,1,Warrior,900,500
90790253,Little-Winguard,WIND,4,Warrior,1400,1800
36326160,Live☆Twin Ki-sikil,LIGHT,2,Cyberse,500,0
54257392,Live☆Twin Ki-sikil Frost,LIGHT,2,Aqua,500,0
73810864,Live☆Twin Lil-la,DARK,2,Cyberse,500,0
82699999,Live☆Twin Lil-la Sweet,DARK,2,Spellcaster,500,0
81078880,Live☆Twin Lil-la Treat,DARK,2,Zombie,500,0
34320307,Living Vase,EARTH,3,Plant,900,1100
20831168,Lizard Soldier,WIND,3,Dragon,1100,800
40666140,Ljosalf of the Nordic Alfar,LIGHT,4,Spellcaster,1400,1200
25801745,"Lo, the Prayers of the Voiceless Voice",LIGHT,1,Fairy,50,2050
52346240,Lock Cat,EARTH,3,Beast,1200,1000
37310367,Lockout Gardna,EARTH,3,Cyberse,1000,1000
4215180,Lollipo☆Yummy,LIGHT,1,Beast,600,1200
48686504,Lonefire Blossom,FIRE,3,Plant,500,1400
94183877,"Loptr, Shadow of the Generaider Bosses",FIRE,4,Fairy,1500,1500
35514096,Lord British Space Fighter,LIGHT,4,Machine,1200,800
8910971,Lord Gaia the Fierce Knight,EARTH,7,Warrior,2300,2100
17985575,Lord of D.,DARK,4,Spellcaster,1200,1100
9822220,Lord of the Heavenly Prison,DARK,10,Rock,3000,3000
99510761,Lord of the Lamp,DARK,4,Fiend,1400,1200
59829423,Lord of the Missing Barrows,LIGHT,10,Fiend,3100,2900
19025379,Lord of the Red,FIRE,8,Dragon,2400,2100
81618817,Lord of Zemia,DARK,4,Fiend,1300,1000
40320754,Lord Poison,WATER,4,Plant,1500,1000
50699850,"Loris, Lady of Lament",DARK,3,Fiend,1500,500
95231062,Lost Blue Breaker,WATER,3,Sea Serpent,1400,0
45871897,Lost Guardian,EARTH,4,Rock,100,-1
61465001,Loud Cloud the Storm Serpent,WATER,5,Reptile,0,2000
2347656,Lovely Labrynth of the Silver Castle,DARK,8,Fiend,2900,1900
34968834,"Lucent, Netherlord of Dark World",DARK,6,Fiend,2400,0
58786132,Lucius the Shadow Vassal,DARK,1,Fiend,800,1000
68762510,Lucky Pied Piper,WIND,4,Fairy,1500,500
3985011,Lucky Trinket,LIGHT,2,Spellcaster,600,800
95503687,"Lumina, Lightsworn Summoner",LIGHT,3,Spellcaster,1000,1000
56166150,"Lumina, Twilightsworn Shaman",DARK,3,Spellcaster,1000,1000
57482479,Luminous Soldier,LIGHT,5,Warrior,2100,1400
48596760,Luna the Dark Spirit,DARK,4,Fiend,1600,1200
11317977,Lunalight Black Sheep,DARK,2,Beast-Warrior,100,600
11439455,Lunalight Blue Cat,DARK,4,Beast-Warrior,1600,1200
94919024,Lunalight Crimson Fox,DARK,4,Beast-Warrior,1800,600
14152693,Lunalight Emerald Bird,DARK,4,Beast-Warrior,1200,1000
8379983,Lunalight Gold Leo,DARK,4,Beast-Warrior,600,1600
35618217,Lunalight Kaleido Chick,DARK,4,Beast-Warrior,1400,800
48427163,Lunalight Purple Butterfly,DARK,3,Beast-Warrior,1000,1000
35763582,Lunalight Silver Hound,DARK,3,Beast-Warrior,1400,400
83190280,Lunalight Tiger,LIGHT,3,Beast-Warrior,1200,800
84812868,Lunalight White Rabbit,DARK,2,Beast-Warrior,800,800
47705572,Lunalight Wolf,LIGHT,6,Beast-Warrior,2000,1800
50546208,Lunalight Yellow Marten,DARK,4,Beast-Warrior,800,2000
62210247,Lunar Queen Elzaim,LIGHT,3,Fairy,750,1100
11091375,Luster Dragon,WIND,4,Dragon,1900,1600
17658803,Luster Dragon #2,WIND,6,Dragon,2400,1400
92746535,"Luster Pendulum, the Dracoslayer",LIGHT,4,Dragon,1850,0
84385264,Lycanthrope,EARTH,6,Beast-Warrior,2400,1800
22624373,"Lyla, Lightsworn Sorceress",LIGHT,4,Spellcaster,1700,200
10071151,"Lyla, Twilightsworn Enchantress",DARK,4,Spellcaster,1700,200
73318863,Lyna the Light Charmer,LIGHT,3,Spellcaster,500,1500
10182251,Lyrilusc - Beryl Canary,WIND,1,Winged Beast,0,200
46576366,Lyrilusc - Celestine Wagtail,WIND,1,Winged Beast,200,0
34550857,Lyrilusc - Cobalt Sparrow,WIND,1,Winged Beast,0,100
60954556,Lyrilusc - Sapphire Swallow,WIND,1,Winged Beast,100,0
97949165,Lyrilusc - Turquoise Warbler,WIND,1,Winged Beast,100,100
56342351,M-Warrior #1,EARTH,3,Warrior,1000,500
92731455,M-Warrior #2,EARTH,3,Warrior,500,1000
18631392,Ma'at,LIGHT,10,Fairy,-1,-1
98795934,Mabarrel,DARK,5,Fiend,1700,1400
23469398,Machina Air Raider,EARTH,8,Machine,1500,2600
39284521,Machina Cannon,EARTH,8,Machine,0,2200
87074380,Machina Citadel,EARTH,10,Machine,3000,2500
96384007,Machina Defender,EARTH,4,Machine,1200,1800
58054262,Machina Force,EARTH,10,Machine,4600,4100
5556499,Machina Fortress,EARTH,7,Machine,2500,1600
42940404,Machina Gearframe,EARTH,4,Machine,1800,0
50863093,Machina Irradiator,EARTH,8,Machine,1700,2400
51617185,Machina Megaform,EARTH,8,Machine,2600,1500
69838761,Machina Metalcruncher,EARTH,9,Machine,2800,0
78349103,Machina Peacekeeper,EARTH,2,Machine,500,400
85136114,Machina Possesstorage,DARK,4,Machine,1600,1500
54563536,Machina Resavenger,DARK,4,Machine,1200,1800
46033517,Machina Ruinforce,DARK,10,Machine,4600,4100
23782705,Machina Sniper,EARTH,4,Machine,1800,800
60999392,Machina Soldier,EARTH,4,Machine,1600,1500
45674286,Machina Unclaspare,DARK,4,Machine,1800,800
38116136,Machine Attacker,EARTH,5,Machine,1600,1300
46700124,Machine King,EARTH,6,Machine,2200,2000
89222931,Machine King Prototype,EARTH,3,Machine,1600,1500
96938777,Machine Lord Ur,EARTH,4,Machine,1600,1500
94664694,Mad Archfiend,DARK,4,Fiend,1800,0
79182538,Mad Dog of Darkness,DARK,4,Beast,1900,1400
86993168,Mad Hacker,DARK,2,Cyberse,1000,600
97240270,Mad Lobster,WATER,3,Aqua,1700,1000
18760514,Mad Mauler,DARK,2,Zombie,400,200
31034919,Mad Reloader,DARK,1,Fiend,0,0
79870141,Mad Sword Beast,EARTH,4,Dinosaur,1400,1200
43905751,Madjinn Gunn,DARK,2,Fiend,600,800
34680482,Madolche Anjelly,EARTH,4,Fairy,1000,1000
49374988,Madolche Baaple,EARTH,3,Beast,0,1800
48252330,Madolche Butlerusk,EARTH,4,Spellcaster,1500,800
26570480,Madolche Chickolates,EARTH,3,Beast,800,1500
75363626,Madolche Chouxvalier,EARTH,4,Warrior,1700,1300
89521713,Madolche Cruffssant,EARTH,3,Beast,1500,1200
91350799,Madolche Hootcake,EARTH,3,Beast,1500,1100
11868731,Madolche Magileine,EARTH,4,Spellcaster,1400,1200
26016357,Madolche Marmalmaide,EARTH,4,Spellcaster,800,2000
52404456,Madolche Messengelato,EARTH,4,Warrior,1600,1000
12980373,Madolche Mewfeuille,EARTH,3,Beast,500,300
77848740,Madolche Petingcessoeur,EARTH,4,Fairy,1400,1400
74641045,Madolche Puddingcess,EARTH,5,Fairy,1000,1000
22530212,Magic Hand,DARK,4,Spellcaster,800,1600
82458280,Magic Hole Golem,DARK,3,Rock,0,2000
10239627,Magical Abductor,EARTH,4,Spellcaster,1700,1400
72171665,Magical Broker,DARK,3,Spellcaster,1500,200
23220863,Magical Cavalry of Cxulub,EARTH,4,Dinosaur,1500,1800
6061630,Magical Exemplar,EARTH,4,Spellcaster,1700,1400
46474915,Magical Ghost,DARK,4,Zombie,1300,1400
51916853,Magical Hound,EARTH,1,Machine,500,800
35058857,Magical King Moonstar,DARK,3,Fiend,900,600
8034697,Magical Marionette,DARK,5,Spellcaster,2000,1000
32362575,Magical Merchant,LIGHT,1,Insect,200,700
30907810,Magical Musket Mastermind Zakiel,LIGHT,8,Fiend,2500,2500
68024506,Magical Musketeer Calamity,LIGHT,4,Fiend,1500,1300
32841045,Magical Musketeer Caspar,LIGHT,3,Fiend,1200,2000
68246154,Magical Musketeer Doc,LIGHT,3,Fiend,1400,1200
5230799,Magical Musketeer Kidbrave,LIGHT,3,Fiend,1600,200
31629407,Magical Musketeer Starfire,LIGHT,4,Fiend,1300,1700
94418111,Magical Musketeer Wild,LIGHT,4,Fiend,1700,900
7802006,Magical Plant Mandragola,DARK,2,Spellcaster,500,200
3918345,Magical Reflect Slime,WATER,3,Aqua,700,1200
34206604,Magical Scientist,DARK,1,Spellcaster,300,300
43930492,Magical Something,DARK,4,Spellcaster,1800,1300
30608985,Magical Undertaker,DARK,2,Spellcaster,400,400
43857222,Magicalibra,WATER,4,Spellcaster,1000,1000
25531465,Magicat,LIGHT,2,Spellcaster,600,500
30208479,Magician of Black Chaos,DARK,8,Spellcaster,2800,2600
79613121,Magician of Black Chaos MAX,DARK,8,Spellcaster,2800,2600
47963370,Magician of Chaos,DARK,7,Spellcaster,2500,2100
35191415,Magician of Dark Illusion,DARK,7,Spellcaster,2100,2500
31560081,Magician of Faith,LIGHT,1,Spellcaster,300,400
67853262,Magician of Faithfulness,LIGHT,5,Spellcaster,600,800
71696014,Magician's Robe,DARK,2,Spellcaster,700,2000
7084129,Magician's Rod,DARK,3,Spellcaster,1600,100
80304126,Magician's Valkyria,LIGHT,4,Spellcaster,1600,1800
15845914,Magicians of Bonds and Unity,LIGHT,8,Spellcaster,2500,2500
97631303,Magicians' Souls,DARK,1,Spellcaster,0,0
67694706,Magicolloidal Sol,WATER,2,Aqua,400,300
66078354,Magicore Warrior of the Relics,FIRE,4,Warrior,2300,1000
47929865,Magidog,LIGHT,4,Spellcaster,1700,1000
45877457,Magikey Mechmortar - Garesglasser,EARTH,8,Machine,2000,2800
19489718,Magikey Mechmusket - Batosbuster,DARK,4,Machine,2000,2200
31699677,Magikuriboh,DARK,1,Fiend,300,200
15983048,Maginificent Magikey Mafteal,LIGHT,4,Fiend,1600,1600
66104644,Magister of Endymion,EARTH,3,Spellcaster,1500,900
95833645,Magma Dragon,FIRE,4,Wyrm,1600,1200
50951254,Magmacho Dragon,FIRE,8,Pyro,1800,2200
36750412,Magna Drago,FIRE,2,Dragon,1400,600
72903645,Magna-Slash Dragon,LIGHT,6,Dragon,2400,1200
26655293,Magnarokket Dragon,DARK,4,Dragon,1800,1200
87814728,Magnet Warrior Σ－,EARTH,4,Rock,1500,1800
51826619,Magnet Warrior Σ＋,EARTH,4,Rock,1800,1500
86289475,Magnet Warrior Ω+,EARTH,4,Rock,800,1900
50074522,Magnetic Mosquito,LIGHT,3,Insect,300,1000
93013676,Maha Vailo,LIGHT,4,Spellcaster,1550,1400
45796834,"Maha Vailo, Light of the Heavens",LIGHT,8,Spellcaster,1550,1400
545781,Mahaama the Fairy Dragon,LIGHT,5,Dragon,0,2500
40695128,Maharaghi,EARTH,4,Rock,1200,1700
53620899,Mahjong Munia Maidens,WIND,2,Winged Beast,200,2000
21524779,Mahunder,LIGHT,4,Thunder,1400,700
8445808,Maiden in Love,LIGHT,2,Spellcaster,400,300
84055227,Maiden of Macabre,DARK,4,Spellcaster,1700,0
17214465,Maiden of the Aqua,WATER,4,Aqua,700,2000
37552929,Maiden of the Millennium Moon,LIGHT,4,Illusion,1500,1300
79629370,Maiden of the Moonlight,LIGHT,4,Spellcaster,1500,1300
17947697,Maiden of White,LIGHT,1,Spellcaster,0,0
88241506,Maiden with Eyes of Blue,LIGHT,1,Spellcaster,0,0
5506791,Majespecter Cat - Nekomata,WIND,3,Spellcaster,100,1800
68395509,Majespecter Crow - Yata,WIND,4,Spellcaster,1000,1500
94784213,Majespecter Fox - Kyubi,WIND,4,Spellcaster,1500,1000
51073802,Majespecter Porcupine - Yamarashi,WIND,4,Spellcaster,1500,1500
31991800,Majespecter Raccoon - Bunbuku,WIND,3,Spellcaster,1200,900
645794,Majespecter Toad - Ogama,WIND,4,Spellcaster,1300,500
31178212,Majespecter Unicorn - Kirin,WIND,6,Spellcaster,2000,2000
21159309,Majestic Dragon,LIGHT,1,Dragon,0,0
95701283,Majestic Mech - Goryu,LIGHT,8,Fairy,2900,1800
69303178,Majestic Mech - Ohka,LIGHT,6,Fairy,2400,1400
32918479,Majestic Mech - Senku,LIGHT,4,Fairy,1000,500
91434602,Majesty Hyperion,DARK,8,Fairy,2100,2700
95004025,"Majesty Maiden, the True Dracocaster",WIND,5,Wyrm,2300,1500
92332424,"Majesty Pegasus, the Dracoslayer",WIND,4,Spellcaster,1500,1500
33746252,Majesty's Fiend,LIGHT,6,Fiend,2400,1000
60102563,Maji-Gire Panda,EARTH,4,Beast,1000,800
67211766,Majioshaleon,WATER,5,Reptile,2000,800
59951714,Majiosheldon,WATER,3,Warrior,800,2000
8794435,Maju Garzett,DARK,7,Fiend,-1,0
21593977,Makyura the Destructor,DARK,4,Warrior,1600,1200
35330871,"Malacoda, Netherlord of the Burning Abyss",DARK,6,Fiend,2700,2200
9433350,Malefic Blue-Eyes White Dragon,DARK,8,Dragon,3000,2500
1710476,Malefic Cyber End Dragon,DARK,10,Machine,4000,2800
16958382,Malefic Paradigm Dragon,DARK,10,Dragon,4000,4000
48829461,Malefic Paradox Gear,DARK,1,Machine,0,0
74509280,Malefic Parallel Gear,DARK,2,Machine,0,0
598988,Malefic Rainbow Dragon,DARK,10,Dragon,4000,0
55343236,Malefic Red-Eyes Black Dragon,DARK,7,Dragon,2400,2000
36521459,Malefic Stardust Dragon,DARK,8,Dragon,2500,2000
37115575,Malefic Truth Dragon,DARK,12,Dragon,5000,5000
31571902,Malevolent Mech - Goku En,LIGHT,6,Zombie,2400,1400
14255590,Malice Ascendant,DARK,4,Zombie,700,1000
72657739,Malice Doll of Demise,DARK,4,Fiend,1600,1700
25643346,"Malice, Lady of Lament",DARK,3,Fiend,1000,1000
61791132,Malicevorous Fork,DARK,2,Fiend,400,400
98780137,Malicevorous Knife,DARK,2,Fiend,600,100
35307484,Malicevorous Spoon,DARK,2,Fiend,100,500
96676583,Maliss Chessy Cat,DARK,3,Cyberse,1500,300
32061192,Maliss Dormouse,DARK,3,Cyberse,900,300
20938824,Maliss March Hare,DARK,3,Cyberse,600,300
69272449,Maliss White Rabbit,DARK,3,Cyberse,1200,300
40374923,Mammoth Graveyard,EARTH,3,Dinosaur,1200,800
71395725,Man Beast of Ares,EARTH,3,Beast-Warrior,500,500
93553943,Man Eater,EARTH,2,Plant,800,600
54652250,Man-Eater Bug,EARTH,2,Insect,450,600
49127943,Man-Eating Plant,EARTH,2,Plant,800,600
13723605,Man-Eating Treasure Chest,DARK,4,Fiend,1600,1000
43714890,Man-Thro' Tro',EARTH,4,Beast-Warrior,1000,1000
11074235,Mana Dragon Zirnitron,DARK,6,Dragon,2200,1200
19474136,Mandragon,EARTH,5,Plant,2500,1000
38369349,Manga Ryu-Ran,FIRE,7,Dragon,2200,2600
33455338,Maniacal Servant,DARK,3,Spellcaster,600,1000
95492061,Manju of the Ten Thousand Hands,LIGHT,4,Fairy,1400,1000
17272964,Mannadium Fearless,EARTH,2,Fairy,0,2000
44760562,Mannadium Meek,WATER,2,Fairy,0,1800
71277255,Mannadium Riumheart,LIGHT,4,Warrior,1500,2100
80621253,Mannadium Torrid,FIRE,2,Fairy,0,1500
77121851,Manticore of Darkness,FIRE,6,Beast-Warrior,2300,1000
64538914,Manticore of Smashing,FIRE,6,Beast-Warrior,2300,1000
22916418,Mantman the Ultrahuman,LIGHT,7,Psychic,2400,1200
73417207,Mara of the Nordic Alfar,DARK,2,Spellcaster,1000,500
2460565,Marauding Captain,EARTH,3,Warrior,1200,400
13903402,"Mardel, Generaider Boss of Light",LIGHT,9,Plant,2400,2400
54537489,Mare Mare,WATER,7,Wyrm,2100,1400
58205203,"Mariamne Paradox, the True Dracophoenix Knight",WIND,6,Wyrm,1800,1400
94160895,"Mariamne, the True Dracophoenix",WIND,9,Wyrm,2700,2100
78540593,"Marina, Princess of Sunflowers",FIRE,8,Plant,2800,1600
33945211,Marincess Basilalima,WATER,4,Cyberse,600,2100
91953000,Marincess Blue Tang,WATER,4,Cyberse,1500,1200
54569495,Marincess Crown Tail,WATER,5,Cyberse,600,2300
28174796,Marincess Mandarin,WATER,1,Cyberse,100,100
99885917,Marincess Pascalus,WATER,4,Cyberse,1200,2000
36492575,Marincess Sea Horse,WATER,3,Cyberse,1400,1000
62886670,Marincess Sea Star,WATER,2,Cyberse,800,400
57541158,Marincess Sleepy Maiden,WATER,5,Cyberse,500,2500
21057444,Marincess Springirl,WATER,4,Cyberse,1200,1000
87514539,Marionette Mite,DARK,3,Insect,1000,1000
48737767,Marmiting Captain,EARTH,3,Warrior,1200,400
93749093,Marshmacaron,LIGHT,1,Fairy,200,200
31305911,Marshmallon,LIGHT,3,Fairy,300,500
10966439,Marshmao☆Yummy,LIGHT,1,Beast,800,600
71466592,Maryokutai,WATER,3,Aqua,900,900
44287299,Masaki the Legendary Swordsman,EARTH,4,Warrior,1100,1100
28933734,Mask of Darkness,DARK,2,Fiend,900,400
48948935,Masked Beast Des Gardius,DARK,8,Fiend,3300,2500
53573406,Masked Chameleon,EARTH,4,Reptile,1600,1100
87350908,Masked Chopper,EARTH,1,Fiend,100,100
77581312,Masked Clown,DARK,2,Warrior,500,700
39191307,Masked Dragon,FIRE,3,Dragon,1400,1100
10808715,Masked HERO Dusk Crow,DARK,4,Warrior,1200,1000
66206748,Masked HERO Fountain,WATER,4,Warrior,1000,1400
58288218,Masked HERO Furnace,FIRE,7,Warrior,2200,1000
22512406,Masked Ninja Ebisu,WIND,4,Warrior,1200,1800
10189126,Masked Sorcerer,DARK,4,Spellcaster,900,1400
75499502,Master & Expert,EARTH,4,Beast,1200,1000
25727454,Master Craftsman Gamil,FIRE,2,Pyro,200,200
16191953,Master Gig,EARTH,8,Psychic,2600,1400
55794644,Master Hyperion,LIGHT,8,Fairy,2700,2100
24530661,Master Kyonshee,EARTH,4,Zombie,1750,1000
49814180,Master Monk,EARTH,5,Rock,1900,1000
34160055,Master of the Flaming Dragonswords,FIRE,4,Warrior,1800,1200
34079868,"Master Peace, the True Dracoslayer",LIGHT,8,Dragon,2950,2950
21377582,"Master Peace, the True Dracoslaying King",LIGHT,8,Wyrm,2950,2950
12800564,"Master Peace, the True Dracoverlord",DARK,10,Wyrm,2950,2950
75195825,"Master Pendulum, the Dracoslayer",LIGHT,4,Dragon,1950,0
34541543,Master Tao the Chanter,EARTH,3,Illusion,1200,900
45644898,Master with Eyes of Blue,LIGHT,1,Spellcaster,300,1200
11327848,Master's Diploman,DARK,5,Machine,2000,2000
22609617,Mataza the Zapper,DARK,3,Warrior,1300,800
37426272,Materiactor Exareptor,WATER,3,Dragon,1500,1500
33008376,Materiactor Gigadra,DARK,3,Dragon,1000,1000
64911387,Materiactor Zeptwing,FIRE,3,Dragon,0,0
41386308,Mathematician,EARTH,3,Spellcaster,1500,500
80965043,Mathmech Addition,FIRE,4,Cyberse,1000,1000
36521307,Mathmech Circular,LIGHT,4,Cyberse,1500,1500
17946349,Mathmech Diameter,LIGHT,4,Cyberse,1000,1500
89743495,Mathmech Division,EARTH,4,Cyberse,1500,1000
52354896,Mathmech Multiplication,EARTH,4,Cyberse,500,2000
53577438,Mathmech Nabla,DARK,4,Cyberse,1000,1500
27182739,Mathmech Sigma,LIGHT,4,Cyberse,1000,1500
16360142,Mathmech Subtraction,FIRE,4,Cyberse,1000,1000
52904476,Matriarch of Nephthys,WIND,2,Spellcaster,600,600
94538053,Max Warrior,WIND,4,Warrior,1800,800
30707994,Maximum Six,EARTH,6,Warrior,1900,1600
23434538,"Maxx ""C""",EARTH,2,Insect,500,200
93368494,Mayosenju Daibak,WIND,10,Beast,3000,300
21364070,Mayosenju Hitot,WIND,10,Beast,2000,3000
6133894,Mazera DeVille,DARK,8,Fiend,2800,2300
50176820,Mech Bass,WATER,5,Machine,1800,1500
63545455,Mech Mole Zombie,DARK,2,Zombie,500,400
10110717,Mecha Bunny,EARTH,2,Machine,800,100
16943770,Mecha Phantom Beast Aerosguin,WIND,3,Machine,1600,400
4417407,Mecha Phantom Beast Blackfalcon,WIND,4,Machine,1200,1700
67489919,Mecha Phantom Beast Blue Impala,WIND,3,Machine,1400,1100
94973028,Mecha Phantom Beast Coltwing,WIND,4,Machine,1600,1500
66200210,Mecha Phantom Beast Hamstrat,WIND,3,Machine,1100,1600
20368763,Mecha Phantom Beast Harrliard,WIND,4,Machine,1800,800
41329458,Mecha Phantom Beast Kalgriffin,WIND,7,Machine,1000,2500
31533704,Mecha Phantom Beast Megaraptor,WIND,4,Machine,1900,1000
72291078,Mecha Phantom Beast O-Lion,WIND,2,Machine,600,1000
44026393,Mecha Phantom Beast Raiten,WIND,4,Machine,1500,1500
15335853,Mecha Phantom Beast Sabre Hawk,WIND,4,Machine,2100,100
30811116,Mecha Phantom Beast Stealthray,WIND,3,Machine,100,2100
67922702,Mecha Phantom Beast Tetherwolf,WIND,4,Machine,1700,1200
76902476,Mecha Phantom Beast Turtletracer,WIND,3,Machine,500,2000
31480215,Mecha Phantom Beast Warbluran,WIND,1,Machine,300,300
40160226,Mecha Sea Dragon Plesion,WATER,5,Machine,2300,1800
94667532,Mecha-Dog Marron,LIGHT,4,Machine,1000,1000
94412545,Mechaleon,WATER,2,Reptile,800,600
22512237,Mechanical Hound,EARTH,7,Machine,2800,1500
34442949,Mechanical Snail,DARK,3,Machine,800,1000
7359741,Mechanicalchaser,DARK,4,Machine,1850,800
76211194,Meda Bat,DARK,2,Fiend,800,400
88494899,Medium of the Ice Barrier,WATER,7,Spellcaster,2200,1600
58843503,Medium Piece Golem,EARTH,4,Rock,1600,0
97556336,Medius the Pure,DARK,4,Fairy,1800,1800
2694423,Medusa Worm,EARTH,2,Rock,500,600
18551923,"Medusa, Watcher of the Evil Eye",DARK,4,Fiend,1400,1600
46820049,Mefist the Infernal General,DARK,5,Fiend,1800,1700
96546575,Mega Fortress Whale,WATER,7,Fish,2550,2350
21817254,Mega Thunderball,WIND,2,Thunder,750,600
25726386,Megalith Aratron,EARTH,8,Rock,2000,3000
99628747,Megalith Bethor,EARTH,8,Rock,1500,2600
90444325,Megalith Hagith,EARTH,4,Rock,1300,2600
44293356,Megalith Notrah Plura,EARTH,12,Rock,3700,2700
36849933,Megalith Och,EARTH,4,Rock,1000,2700
63056220,Megalith Ophiel,EARTH,4,Rock,1600,2500
63233638,Megalith Phaleg,EARTH,8,Rock,2500,1200
78990927,Megalith Phul,EARTH,2,Rock,500,2000
8805651,Megalith Phuloch,EARTH,4,Rock,2000,300
81823360,Megalosmasher X,WATER,4,Dinosaur,2000,0
71544954,Megarock Dragon,EARTH,7,Rock,-1,-1
7562372,Megasonic Eye,DARK,5,Machine,1500,1800
75390004,Megazowler,EARTH,6,Dinosaur,1800,2000
23032273,Megirus Light,DARK,3,Fiend,900,600
83035296,Megistric Maginician,FIRE,1,Spellcaster,0,2000
47731128,"Mei-Kou, Master of Barriers",LIGHT,4,Spellcaster,1700,600
93715853,Mekanikal Arkfiend,DARK,4,Fiend,100,2100
84754430,Mekk-Knight Avram,LIGHT,4,Psychic,2000,0
20537097,Mekk-Knight Blue Sky,LIGHT,5,Psychic,2000,2500
66022706,Mekk-Knight Green Horizon,LIGHT,6,Psychic,2100,1600
92204263,Mekk-Knight Indigo Eclipse,LIGHT,8,Psychic,2400,2400
93020401,Mekk-Knight Orange Sunset,LIGHT,6,Psychic,800,3000
28692962,Mekk-Knight Purple Nightfall,LIGHT,8,Psychic,2500,2000
56809158,Mekk-Knight Red Moon,LIGHT,7,Psychic,2300,2600
29415459,Mekk-Knight Yellow Star,LIGHT,7,Psychic,2200,2800
3715284,Meklord Army Deployer Obbligato,LIGHT,4,Machine,1200,1800
2137678,Meklord Army of Granel,EARTH,4,Machine,1600,1200
75733063,Meklord Army of Skiel,WIND,4,Machine,1200,1000
39648965,Meklord Army of Wisel,DARK,4,Machine,1800,0
38522377,Meklord Astro Dragon Asterisk,DARK,10,Machine,0,0
4837861,Meklord Astro Dragon Triskelion,DARK,10,Machine,3000,0
63468625,Meklord Astro Mekanikle,LIGHT,12,Machine,4000,4000
4545683,Meklord Emperor Granel,EARTH,1,Machine,0,0
31930787,Meklord Emperor Skiel,WIND,1,Machine,2200,2200
68140974,Meklord Emperor Wisel,DARK,1,Machine,2500,2500
30221870,Meklord Emperor Wisel - Synchro Absorption,DARK,1,Machine,2500,2500
77710579,Meklord Nucleus Infinity Core,DARK,1,Machine,0,0
86569121,Melchid the Four-Face Beast,DARK,4,Fiend,1500,1200
93018428,Melffy Catty,EARTH,2,Beast,200,200
57523313,Melffy Fenny,EARTH,2,Beast,100,300
34800281,Melffy Pinny,WATER,2,Beast,300,100
56401775,Melffy Pony,EARTH,2,Beast,400,0
20003027,Melffy Puppy,EARTH,2,Beast,300,100
20129614,Melffy Rabby,EARTH,2,Beast,0,2100
98416533,Melffy Wally,EARTH,2,Beast,0,400
49905576,"Meltiel, Sage of the Sky",LIGHT,4,Fairy,1600,1200
23288411,Mementoal Tecuhtlica - Combined Creation,EARTH,11,Wyrm,5000,5000
54207171,Mementotlan Akihiron,WATER,5,Aqua,1700,1400
54550967,Mementotlan Angwitch,DARK,3,Spellcaster,800,1000
18165869,Mementotlan Dark Blade,DARK,4,Warrior,1800,1500
52918032,Mementotlan Ghattic,DARK,2,Fiend,550,400
17943271,Mementotlan Goblin,DARK,1,Fiend,400,400
81945676,Mementotlan Mace,LIGHT,1,Fairy,400,300
50042011,Mementotlan Shleepy,EARTH,3,Beast,800,1000
81677154,Mementotlan Tatsunootoshigo,EARTH,5,Beast,1350,1600
55272555,Mementotlan-Horned Dragon,DARK,8,Dragon,2850,2350
75675029,Memory Crush King,DARK,5,Fiend,2000,0
48700891,Memory Crusher,DARK,3,Fiend,1000,600
36565699,Mental Seeker,EARTH,3,Psychic,800,600
30291086,Mental Tuner,LIGHT,3,Psychic,200,2100
53832650,Meotoko,EARTH,2,Beast,700,600
